GridBinBig TS, Noftype1_, Noftype2_, Noftype3_, Noftype4_, Noftype5_, Noftype6_, Noftype7_, Noftype8_, Noftype9_, Noftype10_, Noftype11_, Noftype12_, Noftype13_, Noftype14_, Noftype15_, Noftype16_, TotAtoms
4165000, 11, 19, 17, 11, 10, 13, 9, 7, 6, 3, 3, 1, 0, 0, 0, 0, 110
4166000, 13, 20, 15, 10, 10, 13, 9, 7, 6, 3, 3, 1, 0, 0, 0, 0, 110
4167000, 15, 23, 14, 11, 10, 13, 9, 7, 3, 3, 2, 1, 0, 0, 0, 0, 111
4168000, 16, 26, 12, 11, 10, 12, 11, 6, 3, 3, 2, 1, 0, 0, 0, 0, 113
4169000, 21, 25, 15, 10, 8, 13, 12, 6, 5, 3, 1, 1, 0, 0, 0, 0, 120
4170000, 21, 21, 15, 10, 9, 11, 11, 6, 4, 2, 1, 1, 0, 0, 0, 0, 112
4171000, 20, 20, 17, 12, 10, 9, 11, 6, 4, 4, 0, 0, 0, 0, 0, 0, 113
4172000, 20, 21, 18, 12, 10, 11, 11, 6, 5, 5, 0, 1, 0, 0, 0, 0, 120
4173000, 16, 20, 16, 12, 9, 10, 9, 7, 5, 5, 0, 1, 0, 1, 0, 0, 111
4174000, 16, 19, 18, 11, 9, 8, 9, 6, 4, 4, 0, 1, 0, 1, 0, 0, 106
4175000, 18, 22, 20, 10, 10, 9, 9, 6, 5, 4, 0, 1, 0, 1, 0, 0, 115
4176000, 15, 19, 19, 11, 9, 8, 8, 6, 7, 4, 0, 1, 0, 1, 0, 0, 108
4177000, 13, 21, 21, 14, 9, 8, 7, 6, 7, 4, 0, 1, 1, 1, 0, 0, 113
4178000, 12, 19, 22, 14, 10, 8, 4, 6, 7, 4, 0, 1, 1, 1, 0, 0, 109
4179000, 11, 17, 19, 15, 9, 6, 4, 6, 6, 4, 1, 2, 1, 1, 0, 0, 102
4180000, 9, 18, 17, 15, 10, 6, 4, 6, 6, 4, 2, 2, 1, 1, 0, 0, 101
4181000, 8, 18, 15, 13, 10, 5, 5, 5, 6, 4, 2, 2, 1, 1, 0, 0, 95
4182000, 7, 21, 15, 12, 11, 8, 5, 4, 7, 3, 3, 2, 1, 1, 0, 0, 100
4183000, 12, 19, 12, 12, 11, 7, 7, 5, 5, 1, 3, 1, 1, 1, 0, 0, 97
4184000, 11, 18, 12, 14, 13, 7, 7, 6, 5, 2, 3, 1, 0, 1, 0, 0, 100
4185000, 12, 18, 11, 14, 15, 8, 7, 6, 5, 2, 3, 1, 0, 1, 0, 0, 103
4186000, 11, 16, 8, 13, 15, 8, 8, 5, 4, 2, 3, 1, 0, 1, 0, 0, 95
4187000, 14, 16, 11, 12, 15, 8, 8, 4, 4, 2, 3, 1, 0, 1, 0, 0, 99
4188000, 17, 17, 10, 11, 15, 10, 8, 4, 4, 2, 3, 0, 0, 0, 0, 0, 101
4189000, 16, 19, 11, 10, 13, 10, 7, 5, 4, 2, 2, 0, 0, 0, 0, 0, 99
4190000, 18, 20, 14, 11, 11, 11, 8, 5, 4, 2, 1, 1, 0, 0, 0, 0, 106
4191000, 20, 22, 15, 9, 10, 11, 9, 8, 5, 2, 1, 1, 0, 0, 0, 0, 113
4192000, 22, 21, 16, 11, 11, 12, 9, 7, 6, 2, 1, 1, 0, 0, 0, 0, 119
4193000, 23, 21, 16, 12, 9, 10, 9, 5, 6, 2, 1, 2, 0, 0, 0, 0, 116
4194000, 20, 24, 17, 10, 10, 10, 8, 6, 7, 3, 1, 2, 0, 0, 0, 0, 118
4195000, 19, 27, 19, 10, 8, 11, 7, 7, 5, 3, 0, 2, 0, 0, 0, 0, 118
4196000, 17, 23, 21, 13, 7, 12, 5, 7, 5, 3, 0, 2, 0, 0, 0, 0, 115
4197000, 15, 23, 23, 13, 9, 11, 6, 7, 6, 3, 0, 2, 0, 0, 0, 0, 118
4198000, 16, 23, 22, 15, 10, 11, 6, 7, 7, 4, 0, 2, 0, 0, 0, 0, 123
4199000, 14, 23, 20, 14, 11, 12, 7, 6, 7, 4, 0, 2, 0, 1, 0, 0, 121
4200000, 14, 19, 18, 15, 12, 10, 8, 7, 6, 3, 1, 2, 0, 1, 0, 0, 116
4201000, 13, 22, 20, 15, 13, 12, 8, 7, 7, 5, 2, 2, 0, 1, 0, 0, 127
4202000, 13, 20, 20, 14, 13, 13, 7, 7, 5, 5, 2, 2, 0, 1, 0, 0, 122
4203000, 14, 17, 17, 13, 13, 13, 7, 9, 4, 5, 2, 2, 0, 1, 0, 0, 117
4204000, 10, 17, 17, 15, 12, 11, 8, 10, 3, 4, 2, 2, 0, 1, 0, 0, 112
4205000, 11, 13, 16, 12, 12, 11, 9, 8, 3, 5, 2, 0, 0, 1, 0, 0, 103
4206000, 13, 12, 14, 13, 13, 8, 8, 6, 2, 5, 2, 0, 0, 1, 0, 0, 97
4207000, 13, 15, 11, 10, 10, 9, 9, 5, 3, 4, 3, 0, 0, 1, 0, 0, 93
4208000, 16, 18, 9, 9, 11, 10, 9, 6, 4, 3, 3, 0, 0, 1, 0, 0, 99
4209000, 16, 19, 10, 9, 11, 10, 10, 6, 3, 3, 3, 0, 0, 1, 0, 0, 101
4210000, 16, 19, 13, 9, 10, 10, 8, 8, 3, 4, 3, 0, 0, 0, 0, 0, 103
4211000, 13, 20, 13, 10, 11, 7, 8, 6, 3, 4, 2, 0, 0, 0, 0, 0, 97
4212000, 11, 22, 13, 14, 9, 7, 8, 5, 3, 4, 1, 0, 0, 0, 0, 0, 97
4213000, 11, 23, 14, 14, 10, 8, 4, 4, 5, 4, 1, 1, 0, 0, 0, 0, 99
4214000, 12, 24, 15, 14, 9, 10, 5, 3, 6, 3, 1, 1, 0, 0, 0, 0, 103
4215000, 13, 23, 15, 13, 7, 10, 5, 3, 6, 1, 1, 2, 0, 0, 0, 0, 99
4216000, 14, 24, 17, 9, 9, 10, 5, 5, 7, 2, 1, 2, 0, 0, 0, 0, 105
4217000, 15, 23, 18, 7, 8, 9, 5, 5, 9, 2, 0, 3, 0, 0, 0, 0, 104
4218000, 18, 24, 20, 9, 8, 9, 5, 6, 8, 1, 0, 3, 0, 0, 0, 0, 111
4219000, 20, 26, 20, 10, 10, 11, 4, 6, 7, 1, 0, 3, 0, 0, 0, 0, 118
4220000, 21, 25, 20, 11, 9, 14, 5, 6, 7, 1, 0, 3, 0, 1, 0, 0, 123
4221000, 21, 25, 19, 11, 10, 12, 5, 5, 7, 3, 0, 3, 0, 1, 0, 0, 122
4222000, 21, 22, 19, 12, 11, 14, 7, 9, 6, 4, 2, 2, 0, 1, 0, 0, 130
4223000, 19, 24, 20, 12, 9, 13, 8, 9, 7, 5, 2, 1, 0, 1, 0, 0, 130
4224000, 19, 23, 18, 11, 10, 14, 9, 9, 6, 5, 2, 1, 0, 1, 0, 0, 128
4225000, 18, 19, 17, 12, 10, 12, 8, 8, 6, 4, 2, 1, 0, 1, 0, 0, 118
4226000, 18, 17, 15, 15, 8, 13, 8, 8, 5, 5, 2, 1, 0, 1, 0, 0, 116
4227000, 20, 17, 15, 14, 10, 13, 7, 8, 5, 5, 2, 1, 0, 1, 0, 0, 118
4228000, 18, 18, 16, 14, 10, 13, 8, 8, 5, 6, 3, 1, 0, 1, 0, 0, 121
4229000, 10, 17, 18, 15, 8, 10, 9, 8, 4, 5, 3, 1, 0, 0, 0, 0, 108
4230000, 10, 16, 19, 15, 9, 7, 8, 6, 5, 6, 4, 1, 0, 0, 0, 0, 106
4231000, 10, 18, 15, 15, 11, 8, 7, 4, 5, 6, 3, 0, 0, 0, 0, 0, 102
4232000, 10, 14, 16, 14, 10, 9, 7, 4, 6, 5, 3, 0, 0, 0, 0, 0, 98
4233000, 11, 15, 16, 17, 11, 10, 6, 5, 7, 5, 3, 0, 0, 0, 0, 0, 106
4234000, 11, 15, 21, 15, 10, 10, 7, 5, 6, 5, 3, 1, 0, 0, 0, 0, 109
4235000, 9, 16, 20, 11, 10, 9, 6, 5, 6, 5, 2, 1, 0, 0, 0, 0, 100
4236000, 13, 18, 19, 11, 9, 11, 7, 5, 6, 4, 2, 1, 0, 0, 0, 0, 106
4237000, 13, 20, 19, 12, 11, 10, 6, 2, 5, 3, 2, 1, 0, 0, 0, 0, 104
4238000, 12, 21, 20, 13, 11, 10, 6, 4, 4, 2, 2, 1, 0, 0, 0, 0, 106
4239000, 14, 18, 15, 13, 11, 12, 6, 6, 4, 2, 0, 1, 0, 1, 0, 0, 103
4240000, 19, 19, 15, 9, 11, 13, 6, 6, 5, 3, 0, 1, 0, 1, 0, 0, 108
4241000, 20, 19, 15, 8, 14, 12, 3, 7, 5, 3, 1, 1, 0, 1, 0, 0, 109
4242000, 21, 21, 17, 9, 14, 12, 3, 8, 6, 3, 1, 1, 0, 1, 0, 0, 117
4243000, 24, 20, 16, 9, 12, 12, 4, 8, 6, 3, 1, 1, 0, 1, 0, 0, 117
4244000, 21, 22, 13, 13, 12, 12, 5, 7, 5, 3, 1, 1, 0, 1, 0, 0, 116
4245000, 22, 22, 12, 13, 14, 12, 6, 6, 6, 4, 1, 3, 0, 1, 0, 0, 122
4246000, 20, 20, 16, 10, 11, 9, 6, 6, 6, 3, 1, 3, 0, 1, 0, 0, 112
4247000, 18, 19, 14, 10, 11, 9, 7, 7, 6, 3, 1, 3, 0, 1, 0, 0, 109
4248000, 16, 19, 13, 11, 10, 6, 6, 8, 7, 4, 3, 2, 0, 0, 0, 0, 105
4249000, 11, 23, 15, 12, 8, 8, 7, 7, 7, 4, 3, 2, 0, 0, 0, 0, 107
4250000, 11, 22, 15, 12, 8, 8, 8, 6, 7, 5, 3, 1, 0, 0, 0, 0, 106
4251000, 8, 21, 12, 12, 6, 10, 8, 5, 4, 4, 2, 1, 0, 0, 0, 0, 93
4252000, 10, 22, 12, 12, 6, 9, 8, 5, 5, 4, 2, 1, 0, 0, 0, 0, 96
4253000, 10, 21, 11, 13, 8, 9, 8, 4, 5, 5, 2, 1, 0, 0, 0, 0, 97
4254000, 8, 21, 16, 12, 7, 10, 7, 5, 5, 4, 2, 1, 0, 0, 0, 0, 98
4255000, 9, 19, 15, 10, 8, 9, 6, 5, 5, 5, 2, 1, 0, 0, 0, 0, 94
4256000, 11, 18, 17, 9, 9, 9, 7, 5, 6, 5, 2, 1, 0, 0, 0, 0, 99
4257000, 13, 19, 20, 12, 9, 11, 6, 4, 4, 5, 1, 0, 0, 0, 0, 0, 104
4258000, 15, 18, 17, 12, 9, 10, 6, 4, 4, 5, 1, 1, 0, 1, 0, 0, 103
4259000, 16, 17, 17, 12, 10, 13, 4, 5, 4, 5, 1, 1, 0, 1, 0, 0, 106
4260000, 19, 19, 19, 12, 13, 13, 4, 5, 5, 5, 1, 1, 0, 1, 0, 0, 117
4261000, 22, 19, 20, 11, 16, 14, 3, 5, 6, 4, 1, 1, 0, 1, 0, 0, 123
4262000, 24, 18, 19, 13, 18, 15, 3, 7, 6, 3, 1, 1, 0, 1, 0, 0, 129
4263000, 24, 17, 19, 12, 17, 13, 4, 7, 6, 4, 1, 1, 0, 1, 0, 0, 126
4264000, 24, 18, 19, 11, 18, 14, 5, 7, 6, 5, 1, 1, 0, 1, 0, 0, 130
4265000, 24, 18, 20, 13, 17, 14, 7, 9, 6, 5, 1, 1, 0, 1, 0, 0, 136
4266000, 21, 17, 22, 12, 15, 12, 7, 7, 6, 5, 1, 1, 0, 1, 0, 0, 127
4267000, 20, 18, 21, 15, 12, 12, 7, 8, 7, 5, 2, 2, 0, 0, 0, 0, 129
4268000, 16, 19, 19, 14, 11, 12, 7, 9, 9, 4, 2, 1, 0, 0, 0, 0, 123
4269000, 16, 20, 19, 12, 12, 9, 9, 8, 9, 5, 2, 1, 0, 0, 0, 0, 122
4270000, 15, 19, 19, 10, 10, 10, 9, 6, 8, 5, 2, 1, 0, 0, 0, 0, 114
4271000, 12, 20, 19, 11, 9, 8, 10, 6, 6, 4, 2, 1, 0, 0, 0, 0, 108
4272000, 11, 20, 20, 10, 8, 7, 10, 6, 6, 3, 2, 1, 0, 0, 0, 0, 104
4273000, 9, 21, 16, 9, 7, 8, 9, 5, 7, 4, 1, 1, 0, 0, 0, 0, 97
4274000, 8, 21, 13, 10, 7, 8, 8, 7, 6, 3, 1, 1, 0, 0, 0, 0, 93
4275000, 10, 20, 13, 9, 6, 7, 7, 7, 5, 3, 1, 1, 0, 1, 0, 0, 90
4276000, 8, 20, 13, 9, 6, 10, 6, 5, 4, 3, 2, 1, 0, 1, 0, 0, 88
4277000, 10, 21, 14, 9, 10, 10, 5, 5, 4, 3, 2, 1, 0, 1, 0, 0, 95
4278000, 12, 21, 15, 10, 11, 10, 5, 4, 2, 3, 1, 2, 0, 1, 0, 0, 97
4279000, 13, 21, 16, 8, 12, 10, 4, 6, 3, 4, 1, 2, 0, 1, 0, 0, 101
4280000, 14, 22, 17, 12, 15, 12, 4, 6, 3, 4, 1, 2, 0, 1, 0, 0, 113
4281000, 17, 18, 17, 13, 14, 11, 2, 6, 4, 5, 1, 1, 0, 1, 0, 0, 110
4282000, 16, 14, 17, 16, 14, 13, 2, 6, 3, 5, 1, 1, 0, 1, 0, 0, 109
4283000, 18, 19, 23, 16, 16, 14, 4, 6, 3, 4, 2, 1, 0, 1, 0, 0, 127
4284000, 18, 21, 22, 15, 15, 14, 5, 5, 4, 4, 2, 1, 0, 1, 0, 0, 127
4285000, 21, 22, 21, 14, 15, 13, 5, 5, 4, 4, 2, 1, 0, 2, 0, 0, 129
4286000, 23, 23, 20, 13, 17, 11, 5, 5, 4, 4, 2, 1, 0, 1, 0, 0, 129
4287000, 20, 22, 21, 15, 17, 13, 4, 7, 5, 4, 2, 1, 0, 1, 0, 0, 132
4288000, 19, 21, 21, 15, 13, 11, 4, 6, 5, 4, 2, 0, 0, 1, 0, 0, 122
4289000, 17, 21, 20, 14, 13, 12, 7, 6, 5, 3, 2, 0, 0, 1, 0, 0, 121
4290000, 15, 22, 19, 12, 10, 13, 7, 6, 7, 3, 3, 0, 1, 1, 0, 0, 119
4291000, 13, 22, 18, 10, 8, 11, 8, 6, 8, 2, 2, 0, 1, 1, 0, 0, 110
4292000, 11, 21, 15, 7, 8, 11, 9, 5, 8, 2, 1, 0, 1, 1, 0, 0, 100
4293000, 12, 22, 14, 9, 9, 10, 8, 5, 7, 2, 1, 0, 1, 1, 0, 0, 101
4294000, 12, 22, 14, 9, 8, 10, 8, 6, 8, 3, 1, 0, 1, 1, 0, 0, 103
4295000, 7, 20, 16, 11, 7, 12, 7, 5, 8, 3, 1, 1, 1, 1, 0, 0, 100
4296000, 8, 18, 17, 11, 4, 11, 6, 6, 8, 3, 1, 1, 1, 1, 0, 0, 96
4297000, 10, 19, 17, 12, 4, 11, 6, 7, 6, 3, 1, 1, 0, 1, 0, 0, 98
4298000, 13, 20, 18, 12, 6, 9, 6, 7, 6, 3, 1, 1, 0, 1, 0, 0, 103
4299000, 14, 23, 17, 14, 7, 10, 5, 7, 7, 3, 1, 2, 0, 1, 0, 0, 111
4300000, 16, 21, 17, 14, 8, 10, 5, 8, 6, 3, 1, 2, 0, 1, 0, 0, 112
4301000, 17, 20, 18, 17, 10, 11, 5, 9, 5, 3, 0, 2, 0, 1, 0, 0, 118
4302000, 17, 19, 19, 17, 9, 10, 6, 8, 6, 4, 1, 2, 0, 1, 0, 0, 119
4303000, 21, 17, 23, 15, 11, 10, 6, 4, 3, 5, 1, 2, 0, 1, 0, 0, 119
4304000, 22, 18, 24, 16, 12, 8, 4, 6, 3, 4, 1, 2, 0, 2, 0, 0, 122
4305000, 23, 17, 22, 17, 13, 8, 4, 7, 3, 4, 2, 2, 1, 1, 0, 0, 124
4306000, 22, 16, 20, 16, 14, 8, 7, 7, 5, 4, 2, 2, 1, 1, 0, 0, 125
4307000, 21, 18, 20, 17, 13, 10, 7, 7, 4, 4, 2, 1, 1, 1, 0, 0, 126
4308000, 18, 18, 20, 16, 12, 13, 9, 7, 4, 4, 2, 1, 1, 1, 0, 0, 126
4309000, 18, 20, 20, 16, 12, 12, 10, 7, 4, 3, 2, 1, 1, 1, 0, 0, 127
4310000, 16, 19, 19, 14, 11, 11, 9, 6, 4, 3, 1, 1, 1, 1, 0, 0, 116
4311000, 16, 21, 17, 15, 10, 11, 7, 6, 4, 2, 1, 1, 1, 1, 0, 0, 113
4312000, 15, 22, 17, 12, 10, 12, 7, 7, 5, 1, 2, 0, 1, 1, 0, 0, 112
4313000, 14, 22, 14, 12, 9, 11, 7, 6, 5, 2, 2, 0, 1, 1, 0, 0, 106
4314000, 13, 21, 15, 11, 9, 11, 5, 6, 4, 3, 2, 0, 1, 2, 0, 0, 103
4315000, 11, 23, 18, 10, 9, 12, 5, 6, 4, 3, 2, 0, 0, 1, 0, 0, 104
4316000, 12, 25, 16, 12, 7, 12, 4, 7, 7, 2, 2, 0, 0, 1, 0, 0, 107
4317000, 14, 25, 18, 12, 8, 9, 4, 5, 8, 2, 2, 0, 0, 1, 0, 0, 108
4318000, 15, 23, 17, 11, 9, 9, 3, 6, 7, 2, 1, 0, 0, 1, 0, 0, 104
4319000, 15, 21, 15, 11, 9, 7, 3, 7, 7, 3, 2, 1, 0, 1, 0, 0, 102
4320000, 14, 18, 18, 13, 8, 8, 2, 7, 7, 3, 2, 1, 0, 1, 0, 0, 102
4321000, 15, 18, 19, 13, 9, 7, 2, 5, 8, 4, 2, 1, 0, 1, 0, 0, 104
4322000, 16, 15, 20, 13, 11, 7, 4, 5, 8, 5, 1, 2, 0, 1, 0, 0, 108
4323000, 16, 11, 19, 15, 12, 7, 4, 5, 7, 4, 1, 2, 0, 1, 0, 0, 104
4324000, 16, 10, 18, 16, 11, 7, 6, 5, 6, 4, 1, 2, 0, 1, 0, 0, 103
4325000, 18, 11, 15, 17, 11, 9, 8, 5, 5, 4, 1, 2, 0, 0, 0, 0, 106
4326000, 17, 15, 14, 17, 13, 11, 9, 5, 4, 5, 1, 2, 0, 0, 0, 0, 113
4327000, 14, 13, 15, 17, 14, 9, 9, 5, 4, 4, 0, 2, 0, 0, 0, 0, 106
4328000, 15, 15, 16, 17, 14, 8, 9, 5, 3, 4, 0, 2, 0, 0, 0, 0, 108
4329000, 15, 16, 17, 16, 12, 10, 10, 8, 1, 4, 0, 2, 0, 0, 0, 0, 111
4330000, 13, 16, 17, 16, 12, 10, 11, 8, 1, 3, 0, 1, 0, 0, 0, 0, 108
4331000, 11, 17, 14, 15, 12, 9, 10, 9, 3, 2, 0, 1, 0, 0, 0, 0, 103
4332000, 11, 23, 14, 16, 11, 10, 9, 10, 4, 2, 2, 1, 0, 0, 0, 0, 113
4333000, 12, 25, 13, 14, 10, 12, 6, 10, 4, 2, 2, 0, 0, 0, 0, 0, 110
4334000, 11, 25, 17, 13, 11, 12, 6, 10, 5, 2, 2, 0, 0, 0, 0, 0, 114
4335000, 13, 26, 16, 13, 11, 12, 5, 9, 5, 2, 3, 0, 0, 0, 0, 0, 115
4336000, 14, 26, 19, 12, 9, 11, 4, 9, 6, 1, 3, 0, 1, 1, 0, 0, 116
4337000, 14, 29, 18, 11, 8, 10, 2, 11, 6, 2, 3, 0, 1, 1, 0, 0, 116
4338000, 16, 26, 18, 13, 8, 12, 2, 10, 8, 2, 3, 0, 1, 1, 0, 0, 120
4339000, 17, 25, 17, 13, 9, 11, 1, 9, 8, 2, 3, 0, 1, 1, 0, 0, 117
4340000, 16, 24, 18, 11, 10, 11, 2, 8, 9, 4, 3, 0, 1, 1, 0, 0, 118
4341000, 17, 21, 21, 9, 10, 10, 3, 6, 9, 5, 3, 0, 1, 1, 0, 0, 116
4342000, 20, 16, 19, 10, 9, 11, 4, 6, 9, 5, 3, 1, 1, 1, 0, 0, 115
4343000, 21, 15, 19, 10, 9, 10, 5, 6, 9, 5, 1, 2, 0, 1, 0, 0, 113
4344000, 18, 15, 18, 10, 7, 10, 5, 7, 7, 6, 1, 2, 0, 1, 0, 0, 107
4345000, 16, 15, 19, 10, 9, 11, 6, 6, 6, 5, 1, 2, 0, 1, 0, 0, 107
4346000, 16, 13, 17, 13, 10, 12, 8, 6, 5, 5, 1, 2, 0, 1, 0, 0, 109
4347000, 12, 12, 20, 12, 10, 12, 8, 5, 5, 6, 0, 2, 0, 1, 0, 0, 105
4348000, 14, 12, 19, 14, 10, 11, 9, 5, 4, 6, 0, 2, 0, 0, 0, 0, 106
4349000, 13, 13, 16, 14, 9, 9, 10, 6, 2, 6, 0, 2, 0, 0, 0, 0, 100
4350000, 14, 16, 16, 16, 9, 8, 10, 7, 1, 4, 0, 2, 0, 0, 0, 0, 103
4351000, 14, 18, 20, 16, 9, 8, 9, 10, 2, 2, 0, 1, 0, 0, 0, 0, 109
4352000, 12, 23, 19, 15, 10, 11, 10, 10, 3, 2, 1, 1, 0, 0, 0, 0, 117
4353000, 12, 23, 17, 16, 10, 11, 7, 9, 3, 2, 1, 1, 1, 0, 0, 0, 113
4354000, 15, 23, 15, 16, 9, 11, 7, 9, 4, 2, 1, 1, 1, 0, 0, 0, 114
4355000, 17, 24, 18, 14, 10, 10, 7, 10, 3, 2, 2, 1, 1, 0, 0, 0, 119
4356000, 17, 23, 17, 14, 10, 12, 6, 10, 4, 2, 2, 1, 1, 0, 0, 0, 119
4357000, 20, 21, 18, 13, 8, 12, 5, 12, 8, 2, 2, 0, 1, 0, 0, 0, 122
4358000, 20, 23, 16, 10, 10, 10, 5, 13, 9, 2, 2, 0, 1, 0, 0, 0, 121
4359000, 20, 22, 17, 10, 12, 11, 5, 13, 9, 2, 2, 0, 1, 1, 0, 0, 125
4360000, 17, 22, 15, 9, 12, 10, 4, 12, 9, 2, 2, 0, 1, 1, 0, 0, 116
4361000, 19, 21, 18, 11, 13, 8, 3, 9, 8, 3, 2, 1, 1, 1, 0, 0, 118
4362000, 20, 22, 19, 9, 11, 10, 4, 10, 9, 4, 1, 1, 1, 1, 0, 0, 122
4363000, 17, 19, 17, 10, 10, 10, 4, 8, 8, 3, 2, 1, 0, 1, 0, 0, 110
4364000, 16, 17, 15, 10, 10, 10, 5, 6, 8, 4, 2, 1, 0, 1, 0, 0, 105
4365000, 15, 19, 16, 10, 10, 9, 5, 7, 8, 4, 2, 1, 0, 1, 0, 0, 107
4366000, 12, 21, 16, 10, 9, 7, 6, 6, 6, 4, 1, 1, 0, 1, 0, 0, 100
4367000, 14, 19, 16, 12, 9, 7, 7, 4, 4, 4, 1, 1, 0, 1, 0, 0, 99
4368000, 13, 22, 14, 14, 10, 8, 7, 3, 4, 4, 1, 1, 0, 1, 0, 0, 102
4369000, 13, 21, 14, 16, 7, 8, 6, 4, 4, 3, 1, 1, 0, 1, 0, 0, 99
4370000, 13, 21, 18, 14, 7, 10, 7, 4, 3, 3, 1, 1, 0, 1, 0, 0, 103
4371000, 13, 23, 17, 15, 8, 10, 8, 5, 2, 4, 2, 1, 0, 1, 0, 0, 109
4372000, 12, 20, 16, 16, 10, 12, 8, 5, 1, 5, 2, 1, 0, 0, 0, 0, 108
4373000, 12, 19, 17, 15, 10, 11, 8, 5, 2, 4, 2, 1, 0, 0, 0, 0, 106
4374000, 12, 22, 17, 14, 10, 11, 6, 6, 3, 3, 2, 1, 0, 0, 0, 0, 107
4375000, 12, 18, 16, 15, 10, 12, 4, 7, 3, 2, 2, 1, 0, 0, 0, 0, 102
4376000, 13, 18, 16, 16, 12, 13, 5, 8, 4, 2, 2, 1, 0, 0, 0, 0, 110
4377000, 14, 19, 16, 14, 12, 14, 6, 8, 4, 2, 3, 2, 0, 0, 0, 0, 114
4378000, 14, 18, 20, 13, 13, 13, 6, 8, 5, 2, 3, 2, 0, 0, 0, 0, 117
4379000, 17, 20, 19, 13, 14, 12, 6, 9, 7, 3, 2, 2, 0, 0, 0, 0, 124
4380000, 15, 18, 18, 16, 12, 11, 6, 9, 7, 2, 2, 2, 0, 0, 0, 0, 118
4381000, 17, 18, 20, 15, 12, 11, 5, 11, 7, 2, 2, 1, 0, 0, 0, 0, 121
4382000, 17, 17, 18, 14, 13, 9, 5, 11, 10, 2, 1, 1, 0, 1, 0, 0, 119
4383000, 18, 18, 16, 10, 10, 9, 5, 12, 9, 3, 1, 1, 0, 1, 0, 0, 113
4384000, 17, 18, 17, 10, 10, 11, 6, 12, 9, 4, 1, 1, 0, 1, 0, 0, 117
4385000, 18, 20, 15, 11, 9, 8, 7, 12, 9, 4, 1, 1, 0, 1, 0, 0, 116
4386000, 18, 24, 17, 12, 10, 8, 9, 12, 8, 4, 1, 0, 0, 1, 0, 0, 124
4387000, 18, 24, 19, 12, 11, 6, 8, 10, 9, 4, 1, 0, 0, 1, 0, 0, 123
4388000, 17, 22, 16, 13, 10, 7, 6, 9, 7, 5, 1, 0, 0, 1, 0, 0, 114
4389000, 16, 22, 17, 14, 9, 8, 7, 8, 6, 5, 1, 0, 0, 1, 0, 0, 114
4390000, 14, 24, 18, 12, 8, 11, 7, 7, 6, 4, 1, 0, 0, 1, 0, 0, 113
4391000, 13, 23, 18, 11, 8, 11, 8, 6, 3, 4, 1, 0, 0, 0, 0, 0, 106
4392000, 13, 26, 17, 12, 12, 10, 8, 6, 4, 4, 2, 1, 0, 0, 0, 0, 115
4393000, 14, 23, 16, 13, 11, 11, 8, 4, 3, 3, 2, 1, 0, 0, 0, 0, 109
4394000, 13, 20, 15, 14, 12, 13, 8, 5, 2, 2, 2, 1, 0, 0, 0, 0, 107
4395000, 13, 20, 15, 15, 14, 12, 7, 4, 3, 1, 1, 1, 0, 0, 0, 0, 106
4396000, 13, 20, 14, 14, 13, 11, 8, 5, 3, 1, 1, 2, 0, 0, 0, 0, 105
4397000, 14, 20, 17, 16, 14, 11, 4, 6, 3, 1, 1, 2, 0, 0, 0, 0, 109
4398000, 15, 18, 13, 13, 14, 10, 5, 6, 3, 1, 1, 2, 0, 0, 0, 0, 101
4399000, 13, 18, 14, 13, 12, 8, 6, 7, 4, 1, 2, 2, 0, 0, 0, 0, 100
4400000, 13, 20, 14, 14, 12, 10, 6, 8, 3, 2, 2, 2, 0, 0, 0, 0, 106
4401000, 16, 18, 12, 12, 16, 9, 7, 8, 5, 2, 2, 2, 0, 0, 0, 0, 109
4402000, 15, 16, 11, 13, 15, 9, 6, 12, 5, 3, 1, 2, 0, 1, 0, 0, 109
4403000, 14, 18, 12, 11, 17, 10, 6, 12, 8, 3, 1, 1, 0, 1, 0, 0, 114
4404000, 16, 22, 16, 11, 14, 9, 5, 12, 9, 5, 1, 1, 0, 1, 0, 0, 122
4405000, 17, 20, 15, 12, 15, 7, 6, 12, 8, 7, 2, 1, 0, 1, 0, 0, 123
4406000, 16, 21, 14, 10, 12, 7, 7, 11, 8, 6, 2, 1, 0, 1, 0, 0, 116
4407000, 16, 21, 15, 13, 12, 9, 8, 10, 8, 6, 2, 1, 0, 1, 0, 0, 122
4408000, 16, 22, 18, 13, 11, 12, 7, 10, 8, 6, 2, 0, 0, 1, 0, 0, 126
4409000, 16, 22, 22, 13, 12, 12, 5, 9, 8, 6, 2, 0, 0, 1, 0, 0, 128
4410000, 16, 22, 23, 14, 11, 13, 6, 8, 8, 5, 2, 0, 0, 1, 0, 0, 129
4411000, 15, 24, 21, 12, 10, 12, 6, 7, 8, 5, 2, 0, 0, 0, 0, 0, 122
4412000, 14, 26, 22, 13, 11, 11, 7, 6, 6, 3, 2, 0, 0, 0, 0, 0, 121
4413000, 11, 27, 22, 16, 9, 10, 8, 5, 7, 2, 2, 0, 0, 0, 0, 0, 119
4414000, 12, 24, 25, 16, 11, 13, 7, 4, 6, 2, 2, 1, 0, 0, 0, 0, 123
4415000, 12, 24, 21, 16, 11, 11, 6, 5, 6, 1, 1, 1, 0, 0, 0, 0, 115
4416000, 12, 24, 19, 15, 11, 11, 5, 4, 4, 2, 1, 1, 0, 0, 0, 0, 109
