dim_1,dim_2,dim_3,value
7,14,3,29461249.434237539768219
7,14,4,71867771.882213369011879
7,14,5,235732781.3806464672088623
7,14,6,121980564.3514817953109741
7,14,7,146037861.3019054234027863
7,14,8,716038341.7328883409500122
7,14,9,175325171.6210175752639771
7,14,10,1433319663.8363204002380371
7,14,11,1819596131.7891099452972412
7,14,12,2143090581.547133207321167
7,14,13,2929203952.5869126319885254
7,14,14,16659313.5566082708537579
7,14,15,1306431707.9247832298278809
7,14,16,0
7,15,1,5691677.1764016216620803
7,15,2,24216754.9020772874355316
7,15,3,93996920.4712731093168259
7,15,4,156969299.2827624976634979
7,15,5,88400345.8045406341552734
7,15,6,110327229.9560953229665756
7,15,7,47056405.0745541080832481
7,15,8,139410108.9434207081794739
7,15,9,162600467.1399039030075073
7,15,10,1571674264.5158901214599609
7,15,11,2059827992.1553385257720947
7,15,12,2364354076.4648275375366211
7,15,13,3039742832.5994420051574707
7,15,14,5299024090.4038581848144531
7,15,15,43243199.0682173222303391
7,15,16,0
7,16,1,0
7,16,2,0
7,16,3,0
7,16,4,0
7,16,5,0
7,16,6,0
7,16,7,0
7,16,8,0
7,16,9,0
7,16,10,0
7,16,11,0
7,16,12,0
7,16,13,0
7,16,14,0
7,16,15,0
7,16,16,0
8,1,1,49672.4954512878393871
8,1,2,1050535.9954239721409976
8,1,3,3365372.5429367879405618
8,1,4,4651538.7536091329529881
8,1,5,3954065.2092118347063661
8,1,6,8656575.5404758881777525
8,1,7,16371879.660473708063364
8,1,8,12255738.6441310103982687
8,1,9,17217888.1345371454954147
8,1,10,20600135.4051200821995735
8,1,11,18149339.2919308692216873
8,1,12,31143023.8033237010240555
8,1,13,32200980.1766544133424759
8,1,14,32552612.7453465312719345
8,1,15,3368686.6569679658859968
8,1,16,0
8,2,1,920385.5100671659456566
8,2,2,520900.3722388308378868
8,2,3,6567734.8793265530839562
8,2,4,9919129.697769982740283
8,2,5,11566201.4766691327095032
8,2,6,16486833.5965882204473019
8,2,7,21229389.8953387141227722
8,2,8,24271278.3116572797298431
8,2,9,35630617.0234050452709198
8,2,10,39694792.1495273485779762
8,2,11,27783028.2727183327078819
8,2,12,55798388.6701390817761421
8,2,13,31838007.3481148257851601
8,2,14,80566650.5160415768623352
8,2,15,7959403.8638828126713634
8,2,16,0
8,3,1,1610863.5118863817770034
8,3,2,9997331.7482304573059082
8,3,3,1576627.8149142644833773
8,3,4,15086759.5065963324159384
8,3,5,16395782.2429397907108068
8,3,6,37719273.7805442288517952
8,3,7,32828884.4519799835979939
8,3,8,173581396.8465445935726166
8,3,9,35911979.4441124573349953
8,3,10,114160549.1161233335733414
8,3,11,120283892.0046350210905075
8,3,12,128206796.3742745071649551
8,3,13,225874167.2805856168270111
8,3,14,261220842.5915370583534241
8,3,15,4014734.4387352718040347
8,3,16,0
8,4,1,1456736.799131769221276
8,4,2,6758956.8779621571302414
8,4,3,17428482.8812427073717117
8,4,4,2913152.3674565423280001
8,4,5,26588902.8305925615131855
8,4,6,62079634.5979930758476257
8,4,7,85405934.695728212594986
8,4,8,445751989.4179065227508545
8,4,9,88801546.9676776230335236
8,4,10,101004799.828129842877388
8,4,11,80655256.016969308257103
8,4,12,180245230.459396094083786
8,4,13,118022906.5253282785415649
8,4,14,183602321.67586350440979
8,4,15,22178652.0469032861292362
8,4,16,0
8,5,1,2834004.4253885275684297
8,5,2,9063091.5171288382261992
8,5,3,15206346.8333977535367012
8,5,4,31720915.6611873619258404
8,5,5,3983483.4212198150344193
8,5,6,86369799.3689020276069641
8,5,7,83782684.9163748770952225
8,5,8,73601545.744914710521698
8,5,9,260048137.104523241519928
8,5,10,144296404.8794620931148529
8,5,11,217109609.2067485153675079
8,5,12,388820322.672152042388916
8,5,13,457602630.7520788908004761
8,5,14,129755228.7847038805484772
8,5,15,31382535.1971461735665798
8,5,16,0
8,6,1,6259923.8972970275208354
8,6,2,16932135.4625477530062199
8,6,3,18633603.2011923268437386
8,6,4,27791566.8141722194850445
8,6,5,59913456.2287113666534424
8,6,6,6271641.4448373233899474
8,6,7,96400455.5657590329647064
8,6,8,184666603.5950324535369873
8,6,9,120589995.708011269569397
8,6,10,205093821.7277809977531433
8,6,11,255682725.7032677829265594
8,6,12,259867107.0220309793949127
8,6,13,104863512.6766061037778854
8,6,14,253279999.616852730512619
8,6,15,43488298.3654374107718468
8,6,16,0
8,7,1,3607871.8275209590792656
8,7,2,11336463.2970618065446615
8,7,3,47173624.9926604926586151
8,7,4,24794940.028333455324173
8,7,5,58248768.3430257141590118
8,7,6,179470775.6111581325531006
8,7,7,7868777.7662353115156293
8,7,8,194561232.1318956315517426
8,7,9,546136583.524789571762085
8,7,10,236100414.797561377286911
8,7,11,189474510.677859753370285
8,7,12,293710256.7008503079414368
8,7,13,754922128.1726464033126831
8,7,14,151088938.9112918674945831
8,7,15,59082301.5657851696014404
8,7,16,0
8,8,1,4131319.8620910616591573
8,8,2,12443448.9946636445820332
8,8,3,60791690.8728995323181152
8,8,4,72090651.6659577190876007
8,8,5,76318304.7159445732831955
8,8,6,89977636.0673967748880386
8,8,7,86171890.1453335285186768
8,8,8,10298160.9587160013616085
8,8,9,420797261.3960950970649719
8,8,10,376573085.0539430379867554
8,8,11,658022794.747450590133667
8,8,12,778796359.4510375261306763
8,8,13,262188243.9597829878330231
8,8,14,1136920875.5457780361175537
8,8,15,77150523.6237824708223343
8,8,16,0
8,9,1,7052555.5074526006355882
8,9,2,26156155.3112306036055088
8,9,3,69208277.5461487770080566
8,9,4,103702242.934052363038063
8,9,5,85029572.2365143895149231
8,9,6,178945677.0058083236217499
8,9,7,83876973.9173273891210556
8,9,8,148637717.4984336793422699
8,9,9,11233534.5393362566828728
8,9,10,291283512.6583950519561768
8,9,11,995357682.721966028213501
8,9,12,1003037545.1362801790237427
8,9,13,1216365923.0620443820953369
8,9,14,1462392948.0098865032196045
8,9,15,101181440.9618758261203766
8,9,16,0
8,10,1,3249498.3662623199634254
8,10,2,19150835.3108173683285713
8,10,3,30875191.9414467252790928
8,10,4,41203309.9596555754542351
8,10,5,108400967.629771888256073
8,10,6,115439929.2087414562702179
8,10,7,342746844.5348730087280273
8,10,8,2532983110.981956958770752
8,10,9,216146697.1710198521614075
8,10,10,12670111.5213822722434998
8,10,11,2173619338.1370639801025391
8,10,12,1355194714.9352059364318848
8,10,13,1579812477.3871276378631592
8,10,14,240053891.6242133378982544
8,10,15,177678399.7952504754066467
8,10,16,0
8,11,1,5255640.3653941387310624
8,11,2,22048023.730839628726244
8,11,3,40284278.436065249145031
8,11,4,61906841.0207514837384224
8,11,5,179857571.3251965343952179
8,11,6,260724997.4532461166381836
8,11,7,128098806.6199355125427246
8,11,8,248606322.6546627283096313
8,11,9,105662412.5951251089572906
8,11,10,127596953.8992153704166412
8,11,11,8034915.9019757658243179
8,11,12,2228805381.6625881195068359
8,11,13,1973750849.6318950653076172
8,11,14,2626607411.6675024032592773
8,11,15,235683350.656516432762146
8,11,16,0
8,12,1,4852119.6407000804319978
8,12,2,40064237.6746281012892723
8,12,3,37057350.4083227813243866
8,12,4,81092909.8804336488246918
8,12,5,113683434.8397212326526642
8,12,6,147672542.4832010567188263
8,12,7,398756943.4367778301239014
8,12,8,576586320.987238883972168
8,12,9,934805450.3597662448883057
8,12,10,2008203815.6451785564422607
8,12,11,2832914517.2550492286682129
8,12,12,16039255.8781957700848579
8,12,13,2309240049.0257902145385742
8,12,14,2906243585.2201390266418457
8,12,15,259479094.4488170444965363
8,12,16,0
8,13,1,10909668.4659579861909151
8,13,2,13916849.6044684294611216
8,13,3,24303407.3235985226929188
8,13,4,142044186.3085257709026337
8,13,5,65000104.8824988529086113
8,13,6,135250059.3877162635326385
8,13,7,438347651.7377579808235168
8,13,8,174135074.1028003692626953
8,13,9,899440258.7534345388412476
8,13,10,178258818.8553619384765625
8,13,11,1844259811.3137202262878418
8,13,12,2258385246.3300595283508301
8,13,13,11362931.3755974471569061
8,13,14,3501803864.5260028839111328
8,13,15,382945793.1988444924354553
8,13,16,0
8,14,1,6147462.7730714613571763
8,14,2,16769439.5477015636861324
8,14,3,29461250.3020542152225971
8,14,4,71867771.6710862219333649
8,14,5,235732754.8551584184169769
8,14,6,121980566.9777302443981171
8,14,7,146037866.3161250352859497
8,14,8,716038261.8816617727279663
8,14,9,175325186.4624952077865601
8,14,10,1433319530.5309734344482422
8,14,11,1819595936.7375202178955078
8,14,12,2143090328.9093494415283203
8,14,13,2929203603.5396490097045898
8,14,14,16659315.1207239292562008
8,14,15,1306431525.3184852600097656
8,14,16,0
8,15,1,5691677.1526138139888644
8,15,2,24216754.6425932608544827
8,15,3,93996910.1281844526529312
8,15,4,156969281.7990398108959198
8,15,5,88400347.3392027467489243
8,15,6,110327233.3354714214801788
8,15,7,47056408.2223627120256424
8,15,8,139410119.6911257803440094
8,15,9,162600483.3337388634681702
8,15,10,1571674119.243119478225708
8,15,11,2059827764.1424033641815186
8,15,12,2364353782.0531907081604004
8,15,13,3039742425.3655214309692383
8,15,14,5299023335.599452018737793
8,15,15,43243201.7124978676438332
8,15,16,0
8,16,1,0
8,16,2,0
8,16,3,0
8,16,4,0
8,16,5,0
8,16,6,0
8,16,7,0
8,16,8,0
8,16,9,0
8,16,10,0
8,16,11,0
8,16,12,0
8,16,13,0
8,16,14,0
8,16,15,0
8,16,16,0
9,1,1,49672.4984737936028978
9,1,2,1050536.0354260934982449
9,1,3,3365372.7294864901341498
9,1,4,4651538.9849163861945271
9,1,5,3954065.3361201910302043
9,1,6,8656575.9333036206662655
9,1,7,16371880.5925498120486736
9,1,8,12255739.1171232331544161
9,1,9,17217887.7054415345191956
9,1,10,20600134.5978278629481792
9,1,11,18149339.2528244331479073
9,1,12,31143022.3265938684344292
9,1,13,32200979.1770220696926117
9,1,14,32552612.2643334828317165
9,1,15,3368686.2879483560100198
9,1,16,0
9,2,1,920385.5582582835340872
9,2,2,520900.4033467528643087
9,2,3,6567735.2068421225994825
9,2,4,9919130.1628972124308348
9,2,5,11566201.918889133259654
9,2,6,16486834.2428520265966654
9,2,7,21229390.715381070971489
9,2,8,24271279.183137945830822
9,2,9,35630616.5362377688288689
9,2,10,39694791.5516403764486313
9,2,11,27783029.1798011139035225
9,2,12,55798387.9100227281451225
9,2,13,31838008.703249629586935
9,2,14,80566648.7889205068349838
9,2,15,7959402.9808170944452286
9,2,16,0
9,3,1,1610863.5958971201907843
9,3,2,9997332.3782485593110323
9,3,3,1576627.9109526716638356
9,3,4,15086760.1463284399360418
9,3,5,16395782.7956200297921896
9,3,6,37719275.7159342244267464
9,3,7,32828885.6986129246652126
9,3,8,173581409.8774061799049377
9,3,9,35911980.5244729518890381
9,3,10,114160539.795391172170639
9,3,11,120283884.5855791866779327
9,3,12,128206790.3785511702299118
9,3,13,225874142.2904070615768433
9,3,14,261220813.5727507770061493
9,3,15,4014734.5721008665859699
9,3,16,0
9,4,1,1456736.8508366120513529
9,4,2,6758957.1518177203834057
9,4,3,17428483.7855865322053432
9,4,4,2913152.5508386380970478
9,4,5,26588903.848920464515686
9,4,6,62079638.3588776439428329
9,4,7,85405940.4036483019590378
9,4,8,445752022.7706636786460876
9,4,9,88801547.0726738572120667
9,4,10,101004798.7558871805667877
9,4,11,80655258.2129528969526291
9,4,12,180245223.4124954044818878
9,4,13,118022909.1855609565973282
9,4,14,183602320.687787652015686
9,4,15,22178649.4215989336371422
9,4,16,0
9,5,1,2834004.5634455662220716
9,5,2,9063091.8894799090921879
9,5,3,15206347.4045725055038929
9,5,4,31720917.2227442488074303
9,5,5,3983483.6794843124225736
9,5,6,86369805.8726487308740616
9,5,7,83782690.4510667622089386
9,5,8,73601550.1343118697404861
9,5,9,260048133.5874101519584656
9,5,10,144296402.4787931442260742
9,5,11,217109599.0455597043037415
9,5,12,388820278.4136552214622498
9,5,13,457602578.5100902915000916
9,5,14,129755234.3862678408622742
9,5,15,31382531.3344603888690472
9,5,16,0
9,6,1,6259924.2937437444925308
9,6,2,16932136.4006761275231838
9,6,3,18633603.9070124700665474
9,6,4,27791567.8732909187674522
9,6,5,59913459.9660357683897018
9,6,6,6271641.8611022457480431
9,6,7,96400463.4395993649959564
9,6,8,184666626.116191029548645
9,6,9,120590000.6782201677560806
9,6,10,205093816.4673800468444824
9,6,11,255682716.5393847227096558
9,6,12,259867102.3539692163467407
9,6,13,104863518.3927304595708847
9,6,14,253280004.5385234951972961
9,6,15,43488292.6752531081438065
9,6,16,0
9,7,1,3607871.9824186195619404
9,7,2,11336463.7033116593956947
9,7,3,47173628.0187152177095413
9,7,4,24794940.9418666996061802
9,7,5,58248771.554312989115715
9,7,6,179470797.6623765230178833
9,7,7,7868778.3200468616560102
9,7,8,194561264.931161493062973
9,7,9,546136628.0873956680297852
9,7,10,236100413.897180438041687
9,7,11,189474515.6247449219226837
9,7,12,293710255.9981048703193665
9,7,13,754922039.9733074903488159
9,7,14,151088948.3284668028354645
9,7,15,59082293.5584184229373932
9,7,16,0
9,8,1,4131320.0368996812030673
9,8,2,12443449.4249404352158308
9,8,3,60791694.998020201921463
9,8,4,72090656.5616539567708969
9,8,5,76318309.8824803680181503
9,8,6,89977643.3790168613195419
9,8,7,86171897.4887865334749222
9,8,8,10298161.7721737753599882
9,8,9,420797362.0929502844810486
9,8,10,376573094.9505367279052734
9,8,11,658022722.9613622426986694
9,8,12,778796269.9125282764434814
9,8,13,262188255.4491096436977386
9,8,14,1136920742.4342555999755859
9,8,15,77150512.0129943341016769
9,8,16,0
9,9,1,7052555.8707272913306952
9,9,2,26156156.6513294391334057
9,9,3,69208281.9958095848560333
9,9,4,103702250.5790514051914215
9,9,5,85029578.293646052479744
9,9,6,178945699.468465656042099
9,9,7,83876981.541016697883606
9,9,8,148637749.0447390377521515
9,9,9,11233535.625898091122508
9,9,10,291283561.0728309154510498
9,9,11,995357605.5106760263442993
9,9,12,1003037431.7562104463577271
9,9,13,1216365784.7787160873413086
9,9,14,1462392772.9092943668365479
9,9,15,101181425.1723962426185608
9,9,16,0
9,10,1,3249498.4075385732576251
9,10,2,19150834.7722651325166225
9,10,3,30875191.7797982692718506
9,10,4,41203310.6831613928079605
9,10,5,108400964.865049883723259
9,10,6,115439931.5384208559989929
9,10,7,342746865.0256063938140869
9,10,8,2532983403.1140494346618652
9,10,9,216146751.4588615894317627
9,10,10,12670112.9794360846281052
9,10,11,2173619363.5950179100036621
9,10,12,1355194586.6863546371459961
9,10,13,1579812317.5117661952972412
9,10,14,240053914.4063510894775391
9,10,15,177678375.2667504847049713
9,10,16,0
9,11,1,5255640.2213345458731055
9,11,2,22048022.9951263666152954
9,11,3,40284277.4012964889407158
9,11,4,61906840.0363401025533676
9,11,5,179857551.2894722521305084
9,11,6,260724968.4373235106468201
9,11,7,128098810.0007089823484421
9,11,8,248606335.1311814785003662
9,11,9,105662425.5329607874155045
9,11,10,127596970.6992410719394684
9,11,11,8034916.7354016937315464
9,11,12,2228805298.9500551223754883
9,11,13,1973750667.990675687789917
9,11,14,2626607167.4846839904785156
9,11,15,235683317.6226960122585297
9,11,16,0
9,12,1,4852119.6070720823481679
9,12,2,40064233.2890059351921082
9,12,3,37057350.2175074368715286
9,12,4,81092906.7937263250350952
9,12,5,113683431.6635610312223434
9,12,6,147672540.3707949221134186
9,12,7,398756897.4927935600280762
9,12,8,576586256.7135111093521118
9,12,9,934805383.1784868240356445
9,12,10,2008203814.8744237422943115
9,12,11,2832914543.8130617141723633
9,12,12,16039257.4341171234846115
9,12,13,2309239827.1018319129943848
9,12,14,2906243259.9788699150085449
9,12,15,259479054.9828535616397858
9,12,16,0
9,13,1,10909667.2734808344393969
9,13,2,13916850.0156992170959711
9,13,3,24303408.2072808220982552
9,13,4,142044170.5841129720211029
9,13,5,65000107.0459205061197281
9,13,6,135250060.210778146982193
9,13,7,438347601.0069431662559509
9,13,8,174135083.5868953168392181
9,13,9,899440170.4454511404037476
9,13,10,178258836.5173721611499786
9,13,11,1844259661.7072787284851074
9,13,12,2258385048.4138636589050293
9,13,13,11362932.4687867127358913
9,13,14,3501803430.1657934188842773
9,13,15,382945731.2097921967506409
9,13,16,0
9,14,1,6147462.6826926553621888
9,14,2,16769439.9175476189702749
9,14,3,29461251.1736205071210861
9,14,4,71867771.4657786637544632
9,14,5,235732728.310510516166687
9,14,6,121980569.6198458075523376
9,14,7,146037871.3536860346794128
9,14,8,716038181.9883904457092285
9,14,9,175325201.3407018184661865
9,14,10,1433319397.1577963829040527
9,14,11,1819595741.4148895740509033
9,14,12,2143090076.0104928016662598
9,14,13,2929203254.1417837142944336
9,14,14,16659316.6866144239902496
9,14,15,1306431342.6801748275756836
9,14,16,0
9,15,1,5691677.1292485361918807
9,15,2,24216754.384674534201622
9,15,3,93996899.7768748700618744
9,15,4,156969264.3017446994781494
9,15,5,88400348.8842277377843857
9,15,6,110327236.7309021949768066
9,15,7,47056411.3797375559806824
9,15,8,139410130.4646321535110474
9,15,9,162600499.564077615737915
9,15,10,1571673973.9148955345153809
9,15,11,2059827535.8118650913238525
9,15,12,2364353487.4223136901855469
9,15,13,3039742018.056065559387207
9,15,14,5299022580.7409458160400391
9,15,15,43243204.3642943874001503
9,15,16,0
9,16,1,0
9,16,2,0
9,16,3,0
9,16,4,0
9,16,5,0
9,16,6,0
9,16,7,0
9,16,8,0
9,16,9,0
9,16,10,0
9,16,11,0
9,16,12,0
9,16,13,0
9,16,14,0
9,16,15,0
9,16,16,0
10,1,1,49672.5014964794827392
10,1,2,1050536.0754262895788997
10,1,3,3365372.9160116901621222
10,1,4,4651539.216198930516839
10,1,5,3954065.4630303215235472
10,1,6,8656576.3260972611606121
10,1,7,16371881.524497551843524
10,1,8,12255739.5900930855423212
10,1,9,17217887.2763375267386436
10,1,10,20600133.7905444726347923
10,1,11,18149339.213747613132
10,1,12,31143020.849869079887867
10,1,13,32200978.1774121150374413
10,1,14,32552611.7833602651953697
10,1,15,3368685.9189225304871798
10,1,16,0
10,2,1,920385.6064437841996551
10,2,2,520900.4344565463252366
10,2,3,6567735.5343504156917334
10,2,4,9919130.6280173230916262
10,2,5,11566202.3611166831105947
10,2,6,16486834.8891249168664217
10,2,7,21229391.5354388020932674
10,2,8,24271280.0546500161290169
10,2,9,35630616.0490985736250877
10,2,10,39694790.9538015127182007
10,2,11,27783030.0869603529572487
10,2,12,55798387.1499769166111946
10,2,13,31838010.0584823042154312
10,2,14,80566647.0618817508220673
10,2,15,7959402.0977367656305432
10,2,16,0
10,3,1,1610863.6798980724997818
10,3,2,9997333.008213572204113
10,3,3,1576628.0069967899471521
10,3,4,15086760.7860797178000212
10,3,5,16395783.3483354561030865
10,3,6,37719277.6513374745845795
10,3,7,32828886.9453092440962791
10,3,8,173581422.9074044525623322
10,3,9,35911981.6049267128109932
10,3,10,114160530.4745488464832306
10,3,11,120283877.1664872616529465
10,3,12,128206784.3828529566526413
10,3,13,225874117.299805760383606
10,3,14,261220784.5534743964672089
10,3,15,4014734.7054780698381364
10,3,16,0
10,4,1,1456736.9025401114486158
10,4,2,6758957.4256722405552864
10,4,3,17428484.6899325922131538
10,4,4,2913152.7342314543202519
10,4,5,26588904.8673062510788441
10,4,6,62079642.1197830811142921
10,4,7,85405946.111585944890976
10,4,8,445752056.120188295841217
10,4,9,88801547.1777628660202026
10,4,10,101004797.6837756931781769
10,4,11,80655260.409141406416893
10,4,12,180245216.3656736016273499
10,4,13,118022911.8460832238197327
10,4,14,183602319.700004518032074
10,4,15,22178646.7962546683847904
10,4,16,0
10,5,1,2834004.7014884264208376
10,5,2,9063092.2618285361677408
10,5,3,15206347.9757711999118328
10,5,4,31720918.7843424268066883
10,5,5,3983483.9377637021243572
10,5,6,86369812.3765195161104202
10,5,7,83782695.9859158247709274
10,5,8,73601554.5238974690437317
10,5,9,260048130.0696358680725098
10,5,10,144296400.0782836079597473
10,5,11,217109588.884416788816452
10,5,12,388820234.1544170379638672
10,5,13,457602526.2672380208969116
10,5,14,129755239.9882500469684601
10,5,15,31382527.4717238023877144
10,5,16,0
10,6,1,6259924.6901195598766208
10,6,2,16932137.3387512937188148
10,6,3,18633604.6128621436655521
10,6,4,27791568.93246915563941
10,6,5,59913463.7034899890422821
10,6,6,6271642.2773908292874694
10,6,7,96400471.3138014227151871
10,6,8,184666648.6377165019512177
10,6,9,120590005.6487118303775787
10,6,10,205093811.2071381211280823
10,6,11,255682707.3756694197654724
10,6,12,259867097.6862434446811676
10,6,13,104863524.1092374920845032
10,6,14,253280009.4608723223209381
10,6,15,43488286.985010527074337
10,6,16,0
10,7,1,3607872.1373046739026904
10,7,2,11336464.1095702555030584
10,7,3,47173631.0446760505437851
10,7,4,24794941.8554668761789799
10,7,5,58248774.7657284960150719
10,7,6,179470819.7141527831554413
10,7,7,7868778.8738890672102571
10,7,8,194561297.731723427772522
10,7,9,546136672.6488051414489746
10,7,10,236100412.9970993995666504
10,7,11,189474520.5721394121646881
10,7,12,293710255.2959262132644653
10,7,13,754921951.7727804183959961
10,7,14,151088957.7462694346904755
10,7,15,59082285.5510037466883659
10,7,16,0
10,8,1,4131320.2116958382539451
10,8,2,12443449.8552308287471533
10,8,3,60791699.1229821220040321
10,8,4,72090661.457340270280838
10,8,5,76318315.0491554439067841
10,8,6,89977650.6909163594245911
10,8,7,86171904.8326559215784073
10,8,8,10298162.5856729336082935
10,8,9,420797462.7948566079139709
10,8,10,376573104.8478007316589355
10,8,11,658022651.1744318008422852
10,8,12,778796180.3731616735458374
10,8,13,262188266.9394558370113373
10,8,14,1136920609.322007417678833
10,8,15,77150500.402176558971405
10,8,16,0
10,9,1,7052556.2339497599750757
10,9,2,26156157.9913515970110893
10,9,3,69208286.445279598236084
10,9,4,103702258.2238998562097549
10,9,5,85029584.3509327620267868
10,9,6,178945721.931394100189209
10,9,7,83876989.1650785803794861
10,9,8,148637780.5922966301441193
10,9,9,11233536.7125128675252199
10,9,10,291283609.4889557957649231
10,9,11,995357528.2949427366256714
10,9,12,1003037318.3755174875259399
10,9,13,1216365646.4951236248016357
10,9,14,1462392597.8084807395935059
10,9,15,101181409.3829481303691864
10,9,16,0
10,10,1,3249498.448821677826345
10,10,2,19150834.2337294556200504
10,10,3,30875191.6181955598294735
10,10,4,41203311.4067569002509117
10,10,5,108400962.1003626585006714
10,10,6,115439933.8683007210493088
10,10,7,342746885.5160083770751953
10,10,8,2532983695.2193059921264648
10,10,9,216146805.7481014728546143
10,10,10,12670114.4375407584011555
10,10,11,2173619389.0204639434814453
10,10,12,1355194458.4333570003509521
10,10,13,1579812157.6348309516906738
10,10,14,240053937.1895346939563751
10,10,15,177678350.7386915385723114
10,10,16,0
10,11,1,5255640.0772792296484113
10,11,2,22048022.2594266720116138
10,11,3,40284276.3665622845292091
10,11,4,61906839.0520017147064209
10,11,5,179857531.2534084916114807
10,11,6,260724939.4208968579769135
10,11,7,128098813.3818180859088898
10,11,8,248606347.6080836355686188
10,11,9,105662438.4712854474782944
10,11,10,127596987.4999284148216248
10,11,11,8034917.5688548982143402
10,11,12,2228805216.2075238227844238
10,11,13,1973750486.345975399017334
10,11,14,2626606923.2995796203613281
10,11,15,235683284.5890661478042603
10,11,16,0
10,12,1,4852119.5734512535855174
10,12,2,40064228.9033091813325882
10,12,3,37057350.0267487615346909
10,12,4,81092903.7070572823286057
10,12,5,113683428.4874966442584991
10,12,6,147672538.2585850358009338
10,12,7,398756851.5481155514717102
10,12,8,576586192.4387180805206299
10,12,9,934805315.9918932914733887
10,12,10,2008203814.0650374889373779
10,12,11,2832914570.2946653366088867
10,12,12,16039258.9900455512106419
10,12,13,2309239605.1622371673583984
10,12,14,2906242934.7239422798156738
10,12,15,259479015.5162898004055023
10,12,16,0
10,13,1,10909666.0809834469109774
10,13,2,13916850.4269668981432915
10,13,3,24303409.0910327211022377
10,13,4,142044154.8594333231449127
10,13,5,65000109.2095261812210083
10,13,6,135250061.0341144502162933
10,13,7,438347550.2753825783729553
10,13,8,174135093.0715470314025879
10,13,9,899440082.136902928352356
10,13,10,178258854.1801049113273621
10,13,11,1844259512.0842292308807373
10,13,12,2258384850.474236011505127
10,13,13,11362933.5619965381920338
10,13,14,3501802995.7987523078918457
10,13,15,382945669.2206827402114868
10,13,16,0
10,14,1,6147462.5923213744536042
10,14,2,16769440.2874340619891882
10,14,3,29461252.0452649481594563
10,14,4,71867771.2605884075164795
10,14,5,235732701.7654242217540741
10,14,6,121980572.2622737437486649
10,14,7,146037876.39170241355896
10,14,8,716038102.0939851999282837
10,14,9,175325216.2197170853614807
10,14,10,1433319263.783513069152832
10,14,11,1819595546.0865812301635742
10,14,12,2143089823.1060869693756104
10,14,13,2929202904.7364435195922852
10,14,14,16659318.2525428757071495
10,14,15,1306431160.0411849021911621
10,14,16,0
10,15,1,5691677.1058921692892909
10,15,2,24216754.1267886385321617
10,15,3,93996889.425390362739563
10,15,4,156969246.804155170917511
10,15,5,88400350.4294611066579819
10,15,6,110327240.1266518086194992
10,15,7,47056414.5373071283102036
10,15,8,139410141.2386732697486877
10,15,9,162600515.7952261865139008
10,15,10,1571673828.58589768409729
10,15,11,2059827307.4745514392852783
10,15,12,2364353192.7867164611816406
10,15,13,3039741610.7449741363525391
10,15,14,5299021825.8812122344970703
10,15,15,43243207.0162492617964745
10,15,16,0
10,16,1,0
10,16,2,0
10,16,3,0
10,16,4,0
10,16,5,0
10,16,6,0
10,16,7,0
10,16,8,0
10,16,9,0
10,16,10,0
10,16,11,0
10,16,12,0
10,16,13,0
10,16,14,0
10,16,15,0
10,16,16,0
11,1,1,49672.5045191664466984
11,1,2,1050536.1154238271992654
11,1,3,3365373.1025253110565245
11,1,4,4651539.447466179728508
11,1,5,3954065.5899339425377548
11,1,6,8656576.7188643291592598
11,1,7,16371882.4563886411488056
11,1,8,12255740.0630317870527506
11,1,9,17217886.8472265787422657
11,1,10,20600132.9832612574100494
11,1,11,18149339.1746710278093815
11,1,12,31143019.373144593089819
11,1,13,32200977.1778025105595589
11,1,14,32552611.3023874647915363
11,1,15,3368685.549896736163646
11,1,16,0
11,2,1,920385.654626177623868
11,2,2,520900.4655663505545817
11,2,3,6567735.8618378378450871
11,2,4,9919131.0931071601808071
11,2,5,11566202.803316168487072
11,2,6,16486835.5353569444268942
11,2,7,21229392.35544628277421
11,2,8,24271280.9261145181953907
11,2,9,35630615.5619469955563545
11,2,10,39694790.3559625670313835
11,2,11,27783030.9941198378801346
11,2,12,55798386.3899311423301697
11,2,13,31838011.413715336471796
11,2,14,80566645.3348429203033447
11,2,15,7959401.2146563781425357
11,2,16,0
11,3,1,1610863.7638935928698629
11,3,2,9997333.6381469834595919
11,3,3,1576628.1030409387312829
11,3,4,15086761.4257905371487141
11,3,5,16395783.9010237231850624
11,3,6,37719279.5866247564554214
11,3,7,32828888.1919416934251785
11,3,8,173581435.9369901120662689
11,3,9,35911982.6853770390152931
11,3,10,114160521.1537023931741714
11,3,11,120283869.7473907470703125
11,3,12,128206778.3871505409479141
11,3,13,225874092.3091950118541718
11,3,14,261220755.534188836812973
11,3,15,4014734.8388552432879806
11,3,16,0
11,4,1,1456736.954240343067795
11,4,2,6758957.6995087303221226
11,4,3,17428485.5942238457500935
11,4,4,2913152.9176243082620203
11,4,5,26588905.8856403529644012
11,4,6,62079645.8804931640625
11,4,7,85405951.8192495852708817
11,4,8,445752089.469379186630249
11,4,9,88801547.2828114777803421
11,4,10,101004796.6116570234298706
11,4,11,80655262.6053259670734406
11,4,12,180245209.3188387751579285
11,4,13,118022914.5065998286008835
11,4,14,183602318.7122104465961456
11,4,15,22178644.1709085181355476
11,4,16,0
11,5,1,2834004.839522095862776
11,5,2,9063092.6341526806354523
11,5,3,15206348.5469357036054134
11,5,4,31720920.3458540141582489
11,5,5,3983484.1960431071929634
11,5,6,86369818.8802096396684647
